jmdict_seq,kana,kanji,waller_definition,jlpt_level
1378660,しょうずる,生ずる,"to cause,to arise,to be generated",N2
1348370,しょうすう,小数,"fraction (part of),decimal",N2
1347180,しょうてん,商店,"shop,business firm",N2
1350810,しょうてん,焦点,"focus,point",N2
1350270,しょうどく,消毒,"disinfection,sterilization",N2
1346220,しょうはい,勝敗,"victory or defeat,issue (of battle)",N2
1356960,じょうはつ,蒸発,"evaporation,unexplained disappearance",N2
1351960,しょうひん,賞品,"prize,trophy",N2
1346230,しょうぶ,勝負,"victory or defeat,match,contest,game,bout",N2
1580280,しょうべん,小便,"(col) urine,piss",N2
1350370,しょうぼうしょ,消防署,fire station,N2
1377980,しょうみ,正味,net (weight),N2
1378030,しょうめん,正面,"the front,honesty",N2
1580310,しょうもう,消耗,"exhaustion,consumption",N2
1595020,しょうゆ,醤油,soy sauce,N2
1351120,しょうりゃく,省略,"omission,abbreviation,abridgment",N2
1342710,しょきゅう,初級,elementary level,N2
1344550,じょきょうじゅ,助教授,assistant professor,N2
1358410,しょくえん,食塩,table salt,N2
1357550,しょくにん,職人,"worker,mechanic,artisan,craftsman",N2
1342820,しょじゅん,初旬,first 10 days of the month,N2
1344090,しょせき,書籍,"book,publication",N2
1358430,しょっき,食器,tableware,N2
1062820,ショップ,,a shop,N2
1344120,しょてん,書店,bookshop,N2
1344130,しょどう,書道,calligraphy,N2
1583050,しらが,白髪,"white or grey hair,trendy hair bleaching",N2
1595070,しりあい,知合い,acquaintance,N2
1062910,シリーズ,,series,N2
1311420,しりつ,私立,private (establishment),N2
1312820,しりょう,資料,"materials,data",N2
1335520,しる,汁,"juice,sap,soup,broth",N2
1397270,しろうと,素人,"amateur,novice",N2
1595120,しん,芯,"core,heart,wick,marrow",N2
1361590,しんかんせん,新幹線,"bullet train (very high speed),shinkansen",N2
1363600,しんくう,真空,"vacuum,hollow,empty",N2
1359070,しんずる,信ずる,"to believe,to believe in,to place trust in",N2
1360750,しんしん,心身,mind and body,N2
1363130,しんせい,申請,"application,request,petition",N2
1368580,じんぞう,人造,"man-made,synthetic,artificial",N2
1580570,しんだい,寝台,"bed,couch",N2
1365480,しんだん,診断,diagnosis,N2
1359850,しんにゅう,侵入,"penetration,invasion,raid,aggression,trespass",N2
1369140,じんぶんかがく,人文科学,"social sciences,humanities",N2
1369400,じんめい,人命,(human) life,N2
1362810,しんや,深夜,late at night,N2
1362530,しんりん,森林,"forest,woods",N2
1365420,しんるい,親類,"relation,kin",N2
1366280,しんろ,針路,"course,direction,compass bearing",N2
1364940,しんわ,神話,"myth,legend",N2
1370270,す,酢,vinegar,N2
1609990,すいさん,水産,"marine products,fisheries",N2
1372350,すいじ,炊事,"cooking,culinary arts",N2
1371660,すいじょうき,水蒸気,"water vapour,steam",N2
1371780,すいそ,水素,hydrogen,N2
1370980,すいちょく,垂直,"vertical,perpendicular",N2
1371210,すいてい,推定,"presumption,assumption,estimation",N2
1371880,すいてき,水滴,drop of water,N2
1371910,すいとう,水筒,"canteen,flask,water bottle",N2
1372790,ずいひつ,随筆,"essays,miscellaneous writings",N2
1372010,すいぶん,水分,moisture,N2
1372040,すいへい,水平,"water level,horizon",N2
1372060,すいへいせん,水平線,horizon,N2
1372180,すいよう,水曜,Wednesday,N2
1595940,ずうずうしい,,"impudent,shameless",N2
1006380,ずうっと,,,N2
1584380,すえっこ,末っ子,youngest child,N2
1067480,スカーフ,,scarf,N2
1370370,ずかん,図鑑,picture book,N2
1373520,すぎ,杉,Japanese cedar,N2
1277460,すききらい,好き嫌い,"likes and dislikes,taste",N2
1595570,すきずき,好き好き,matter of taste,N2
1450510,すきとおる,透き通る,to be(come) transparent,N2
1253790,すきま,隙間,"crevice,crack,gap,opening",N2
1068230,スクール,,school,N2
1595610,すくなくとも,,at least,N2
1370380,ずけい,図形,figure,N2
1068870,スケジュール,,schedule,N2
1557580,すず,鈴,bell,N2
1554380,すずむ,涼む,"to cool oneself,to cool off,to enjoy evening cool",N2
1069370,スタート,,start,N2
1070220,スチュワーデス,,stewardess,N2
1006120,すっきり,,"shapely,clear,neat",N2
1304280,すっぱい,,"sour,acid",N2
1070320,ステージ,,"(1) stage,(2) performance",N2
1322320,すてる,棄てる,,N2
1071000,ストッキング,,stockings,N2
1071100,ストップ,,stop,N2
1397340,すなお,素直,"obedient,meek,docile,unaffected",N2
1450900,ずのう,頭脳,"head,brains,intellect",N2
1072240,スピーカー,,speaker,N2
1370490,ずひょう,図表,"chart,diagram,graph",N2
1073570,スマート,,"smart,stylish,slim",N2
1595750,すまい,住まい,"dwelling,house,residence,address",N2
1610020,すまない,,sorry (phrase),N2
1521510,すみ,墨,ink,N2
1373680,すむ,澄む,"to clear (e.g. weather),to become transparent",N2
1373680,すむ,清む,,N2
1401360,すもう,相撲,sumo wrestling,N2
1073760,スライド,,slide,N2
1006420,ずらす,,"to put off,to delay",N2
2008600,ずらり,,,N2
1298670,する,刷る,to print,N2
1569240,ずるい,狡い,"sly,cunning",N2
1595920,すれちがう,,"to pass by one another,to disagree",N2
1006460,ずれる,,,N2
1373810,すんぽう,寸法,"measurement,size,dimension",N2
1375190,せい,姓,"surname,family name",N2
1382090,ぜいかん,税関,customs house,N2
1380650,せいさく,製作,"manufacture,production",N2
1374810,せいさく,制作,"work (film, book)",N2
1375390,せいしつ,性質,"nature,property,disposition",N2
1378240,せいしょ,清書,clean copy,N2
1381570,せいしょうねん,青少年,"youth,young person",N2
1376190,せいすう,整数,integer,N2
1378320,せいそう,清掃,cleaning,N2
1379230,せいぞん,生存,"existence,being,survival",N2
1379370,せいちょう,生長,"growth,increment",N2
1376060,せいとう,政党,(member of) political party,N2
1379410,せいねんがっぴ,生年月日,birth date,N2
1375470,せいのう,性能,"ability,efficiency",N2
1376240,せいび,整備,"adjustment,completion,consolidation",N2
1375860,せいぶん,成分,"ingredient,component,composition",N2
1375520,せいべつ,性別,"distinction by sex,sex,gender",N2
1377920,せいほうけい,正方形,square,N2
1378100,せいもん,正門,"main gate,main entrance",N2
1375880,せいりつ,成立,"coming into existence,arrangements,establishment,completion",N2
1381140,せいれき,西暦,"Christian Era,anno domini (A.D.)",N2
1472860,せおう,背負う,"to be burdened with,to carry on back or shoulder",N2
1383560,せきどう,赤道,equator,N2
1596090,せっかく,折角,"with trouble,at great pains,long-awaited",N2
1385370,せっきん,接近,"getting closer,drawing nearer,approaching",N2
1385350,せっする,接する,"to come in contact with,to connect,to attend,to receive",N2
2008620,せっせと,,,N2
1385480,せつぞく,接続,"(1) connection,union,join,link,(2) changing trains",N2
1374400,せともの,瀬戸物,"earthenware,crockery,china",N2
1610700,ぜひとも,,by all means (with sense of not taking no for an answer),N2
1475720,せまる,迫る,"to draw near,to press",N2
1075160,ゼミ,,(n) seminar,N2
1006570,せめて,,"offense,method of attack",N2
1279130,せめる,攻める,"to attack,to assault",N2
1074740,セメント,,cement,N2
1956550,せん,栓,"stopper,cork,stopcock",N2
1392910,ぜんご,前後,"around,throughout,front and back,before and behind,before and after",N2
1390950,せんざい,洗剤,"detergent,washing material",N2
1395340,ぜんしゅう,全集,complete works,N2
1395410,ぜんしん,全身,"the whole body,full-length (portrait)",N2
1390730,せんす,扇子,folding fan,N2
1389810,せんせい,専制,"despotism,autocracy",N2
1596200,せんせんげつ,先々月,month before last,N2
1888910,せんせんしゅう,先々週,,N2
1388030,せんぞ,先祖,ancestor,N2
1388110,せんたん,先端,"pointed end,tip,fine point",N2
1075060,センチ,,"centimeter,centi-,10^-2",N2
1389730,せんでん,宣伝,"propaganda,publicity",N2
1596210,せんとう,先頭,"head,lead,vanguard,first",N2
1396020,ぜんぱん,全般,"(the) whole,universal,wholly,general",N2
1390760,せんぷうき,扇風機,electric fan,N2
1391880,せんろ,線路,"line,track,roadbed",N2
1400820,そうい,相違,"difference,discrepancy,variation",N2
1982210,そういえば,,which reminds me ..,N2
1299370,ぞうきん,雑巾,"house-cloth,dust cloth",N2
1403200,ぞうげん,増減,"increase and decrease,fluctuation",N2
1399120,そうこ,倉庫,"storehouse,warehouse,godown",N2
1596370,そうご,相互,"mutual,reciprocal",N2
1398420,そうさく,創作,"production,literary creation,work",N2
1402160,そうしき,葬式,funeral,N2
1403720,ぞうせん,造船,shipbuilding,N2
1596440,そうぞうしい,騒々しい,"noisy,boisterous",N2
1403310,ぞうだい,増大,enlargement,N2
1006810,そうっと,,,N2
1402850,そうべつ,送別,"farewell,send-off",N2
1402060,ぞうり,草履,"zoori (Japanese footwear),sandals",N2
1401820,そうりだいじん,総理大臣,Prime Minister,N2
1402870,そうりょう,送料,"postage,carriage",N2
1405710,ぞくする,属する,"to belong to,to come under,to be affiliated with,to be subject to",N2
1596730,ぞくぞく,続々,"successively,one after another",N2
1405030,そくたつ,速達,"express,special delivery",N2
1404570,そくてい,測定,measurement,N2
1404590,そくりょう,測量,"measurement,surveying",N2
1405080,そくりょく,速力,speed,N2
1397240,そしつ,素質,"character,qualities,genius",N2
1396820,そせん,祖先,ancestor,N2
1006740,そそっかしい,,"careless,thoughtless",N2
1596570,そっちょく,卒直,"frankness,candour,openheartedness",N2
1244960,そなえる,具える,to be furnished with,N2
1006880,そのうえ,,"in addition,furthermore",N2
2547920,そのころ,,,N2
1006850,そのため,,"hence,for that reason",N2
1006900,そのほか,,otherwise,N2
1238460,そば,蕎麦,soba (buckwheat noodles),N2
1581900,そる,剃る,to shave,N2
2055520,それなのに,,,N2
1576360,それる,逸れる,"to stray (turn) from subject,to get lost,to go astray",N2
1406110,そろう,揃う,"to become complete,to be equal,to be all present,to gather",N2
1406120,そろえる,揃える,"to put things in order,to arrange,to make uniform,to get something ready",N2
1596700,そろばん,算盤,abacus,N2
1406140,ぞんじる,存じる,(hum) to know,N2
1983710,ぞんずる,存ずる,,N2
1406770,そんとく,損得,"loss and gain,advantage and disadvantage",N2
1442840,たんぼ,田ぼ,"paddy field,farm",N2
1415270,だいいち,第一,"first,foremost,# 1",N2
1413250,だいがくいん,大学院,graduate school,N2
1413690,だいく,大工,carpenter,N2
1409390,たいけい,体系,"system,organization",N2
1408280,たいこ,太鼓,"drum,tambourine",N2
1410050,たいさく,対策,"counter-plan,counter-measure",N2
1412970,たいして,大して,"(not so) much,(not) very",N2
1410080,たいしょう,対照,"contrast,antithesis,comparison",N2
1414110,だいしょう,大小,size,N2
1409550,たいせい,体制,"order,system,structure,set-up,organization",N2
1409560,たいせき,体積,"capacity,volume",N2
1414380,たいそう,大層,"very much,exaggerated,very fine",N2
1409580,たいそう,体操,"gymnastics,physical exercises,calisthenics",N2
1414920,だいぶん,大分,"considerably,greatly,a lot",N2
1415090,たいぼく,大木,large tree,N2
1415490,だいめい,題名,title,N2
1412340,だいめいし,代名詞,pronoun,N2
1076120,タイア,,"tire,tyre",N2
1076680,ダイヤグラム,,diagram,N2
1076890,ダイヤモンド,,diamond,N2
1076900,ダイヤル,,dial,N2
1410290,たいりつ,対立,"confrontation,opposition,antagonism",N2
1442810,たうえ,田植え,rice planting,N2
1386700,たえず,絶えず,constantly,N2
1409000,だえん,楕円,ellipse,N2
1283240,たかめる,高める,"to raise,to lift,to boost",N2
1280950,たがやす,耕す,"to till,to plow,to cultivate",N2
1415520,たき,滝,waterfall,N2
1596830,たく,炊く,"to boil,to cook",N2
1596840,たく,焚く,"to burn,to kindle,to build a fire",N2
1596860,たくわえる,蓄える,"to store,to lay in stock",N2
1422230,たけ,竹,"bamboo,middle (of a three-tier ranking system)",N2
1344380,たすかる,助かる,"to be saved,to be rescued,to survive,to be helpful",N2
1416190,ただし,但し,"but,however,provided that",N2
1356780,たたむ,畳む,to fold (clothes),N2
1551350,たちどまる,立ち止まる,"to stop,to halt,to stand still",N2
1288480,たちまち,,"at once,in a moment,suddenly,all at once",N2
1597045,たつ,建つ,"to erect,to be erected,to be built",N2
2857436,たつ,発つ,"to depart (on a plane, train, etc.)",N2
1416560,だっせん,脱線,"derailment,digression",N2
1408540,だとう,妥当,"valid,proper,right,appropriate",N2
1597130,たとえる,例える,"to compare,to liken,to speak figuratively,to illustrate,to use a simile",N2
1548380,たのもしい,頼もしい,"reliable,trustworthy,hopeful,promising",N2
1404920,たび,足袋,"tabi,Japanese socks (with split toe)",N2
1077110,ダブル,,double,N2
1574550,だます,,"to trick,to cheat,to deceive",N2
1552650,たまる,溜まる,"to collect,to gather,to save",N2
1077140,ダム,,dumb,N2
1597190,ためいき,溜息,a sigh,N2
1573390,ためらう,,to hesitate,N2
1552630,ためる,溜める,"to amass,to accumulate",N2
1007500,だらしない,,"slovenly,loose,a slut",N2
1404750,たる,足る,"to be sufficient,to be enough",N2
1419950,だんかい,段階,"gradation,grade,stage",N2
1418640,たんき,短期,short term,N2
1597260,たんこう,炭鉱,"coal mine,coal pit",N2
1418760,たんしょ,短所,"(1) defect,demerit,weak point,(2) disadvantage",N2
1418990,たんす,,chest of drawers,N2
1418460,たんすい,淡水,fresh water,N2
1419660,だんすい,断水,water outage,N2
1417670,たんすう,単数,singular (number),N2
1419300,だんち,団地,multi-unit apartments,N2
1419740,だんてい,断定,"conclusion,decision",N2
1597300,たんぺん,短編,"short (e.g. story, film)",N2
1381210,ちかう,誓う,"to swear,to vow,to take an oath,to pledge",N2
1622630,ちかすい,地下水,underground water,N2
1578110,ちかぢか,近々,"nearness,before long",N2
1242520,ちかづける,近付ける,"to bring near,to put close,to let come near,to associate with",N2
1242230,ちかよる,近寄る,"to approach,to draw near",N2
1554940,ちからづよい,力強い,"reassuring,emboldened",N2
1389020,ちぎる,千切る,"to cut up fine,to pick (fruit)",N2
1421130,ちしつ,地質,geological features,N2
1420620,ちじん,知人,"friend,acquaintance",N2
1421360,ちたい,地帯,"area,zone",N2
1337560,ちぢむ,縮む,"to shrink,to be contracted",N2
1337570,ちぢめる,縮める,"to shorten,to reduce,to boil down,to shrink",N2
1337590,ちぢれる,縮れる,"to be wavy,to be curled",N2
1077740,チップ,,"(1) gratuity,tip,(2) chip",N2
1421380,ちてん,地点,"site,point on a map",N2
1421500,ちめい,地名,place name,N2
1983730,ちゃいろい,茶色い,,N2
1597480,ちゃくちゃく,着々,steadily,N2
1597530,ちゃわん,茶碗,"rice bowl,tea cup,teacup",N2
