english_word,part_of_speech,german,cefr_level,guideword,topic
high,adverb,hoch,C1,AMOUNT/LEVEL,describing things
high,adverb,hoch,B1,DISTANCE,describing things
high in sth,phrase,hoch drin,C1,,food and drink
highlight,verb,hervorheben,B2,,communication
highlight,verb,hervorheben,B2,NOTICE,communication
highlight,noun,hervorheben,B2,,
highly,adverb,hoch,B2,HIGH LEVEL,
highly,adverb,hoch,C1,VERY,communication
high-profile,adjective,hochkarätig,C2,,
high-tech,adjective,High-Tech-,B2,,technology
hilarious,adjective,urkomisch,C1,,
hill,noun,hügel,A2,,natural world
him,pronoun,ihn,A1,,
himself,pronoun,sich selbst,A2,REFLEXIVE,
himself,pronoun,sich selbst,B2,EMPHASIS,
hinder,verb,behindern,C2,,
hint,noun,Hinweis,B2,SUGGESTION,communication
hint,noun,Hinweis,B2,ADVICE,communication
hip,noun,Hüfte,B2,,body and health
hip-hop,noun,Hip Hop,A2,,arts and media
hire,verb,mieten,B1,RENT,"money, people: actions"
hire,verb,mieten,B2,EMPLOY,"people: actions, work"
his,determiner,sein,A1,,
his,pronoun,sein,A2,,
historian,noun,Historiker,C1,,
historic,adjective,historisch,B1,,
historical,adjective,historisch,B1,,
historically,adverb,historisch,C1,,
history,noun,Geschichte,A2,PAST,
history,noun,Geschichte,A2,SUBJECT,education
hit,verb,Schlag,A2,WITH HAND/OBJECT,people: actions
hit,verb,Schlag,B1,TOUCH,people: actions
hit,verb,Schlag,B2,AFFECT,
hit,verb,Schlag,C1,REACH,
hit,verb,Schlag,C2,THINK,
hit,noun,Schlag,B1,SUCCESS,
hit,noun,Schlag,B2,INTERNET,technology
hitchhike,verb,trampen,B1,,"people: actions, travel"
hi-tech,adjective,Hightech,B2,,technology
hit it off,phrasal verb,Versteh es,B2,,relationships
hit/strike/touch a (raw) nerve,phrase,einen (unbehandelten) Nerv treffen/schlagen/berühren,C2,IDIOM,communication
hit the roof,phrase,schlug auf das Dach,C2,IDIOM,
hobby,noun,Hobby,A2,,shopping
hockey,noun,Eishockey,A2,,shopping
hold,verb,halten,A2,IN HAND,people: actions
hold,verb,halten,B1,KEEP IN POSITION,people: actions
hold,verb,halten,B1,ORGANIZE,people: actions
hold,verb,halten,B1,CONTAIN,
hold,verb,halten,B2,PRISONER,"crime, people: actions"
hold,verb,halten,C1,JOB OR QUALIFICATION,"education, work"
hold,verb,halten,B2,COMPETITION,shopping
hold,noun,halten,B2,SUPPORT,people: actions
hold a conversation,phrase,ein Gespräch führen,C1,,
hold an opinion/belief/view,phrase,eine Meinung/einen Glauben/eine Ansicht vertreten,C1,,
hold back sth or hold sth back,phrasal verb,zurückhalten oder zurückhalten,C1,NOT TELL,
hold back sth or hold sth back,phrasal verb,zurückhalten oder zurückhalten,C2,EMOTION,
hold down a job,phrasal verb,einen Job behalten,C2,,work
hold/keep/take sb prisoner,phrase,festhalten/behalten/gefangen nehmen,C2,,people: actions
hold off (sth/doing sth),phrasal verb,(etw/etwas) zurückhalten,C2,,
hold on,phrasal verb,festhalten,B1,WAIT,
hold on,phrasal verb,festhalten,C1,CONFUSED/SURPRISED,
hold onto sth/sb,phrasal verb,festhalten / jdn,C2,,
hold out hope,phrasal verb,halte die Hoffnung hoch,C2,,
hold sb's attention/interest,phrase,Aufmerksamkeit/Interesse wecken,C1,,
hold sb/sth back,phrasal verb,etw zurückhalten,C1,PREVENT MOVEMENT,people: actions
hold sb/sth back,phrasal verb,etw zurückhalten,C2,PREVENT PROGRESS,
hold sth against sb,phrasal verb,dagegenhalten,C2,,
hold up sb/sth or hold sb/sth up,phrasal verb,etw hochhalten oder etw hochhalten,B1,,
hold your breath,phrase,halte den Atem an,B2,,body and health
hold your breath,phrase,halte den Atem an,C2,IDIOM,
hold your breath,phrase,halte den Atem an,B2,,"body and health, people: actions"
hold your own,phrase,Behaupte dich,C2,IDIOM,
hole,noun,Loch,B1,,
holiday,noun,Urlaub,A1,NO WORK/SCHOOL,work
holiday,noun,Urlaub,A1,VISIT,travel
hollow,adjective,hohl,C2,NOTHING INSIDE,
hollow,adjective,hohl,C2,WITHOUT MEANING,
holy,adjective,heilig,C1,,
home,noun,heim,A1,,buildings
home,noun,heim,C1,CARE,
home,adverb,heim,A2,TO PLACE,
home,adverb,heim,B1,AT/IN PLACE,
homeless,adjective,obdachlos,C1,,
homelessness,noun,Obdachlosigkeit,C2,,
homework,noun,Hausaufgaben,A1,,education
honest,adjective,ehrlich,B1,TRUTH,people: personality
honest,adjective,ehrlich,B1,NOT CHEAT,people: personality
honestly,adverb,Ehrlich,B1,EMPHASIZE,communication
honestly,adverb,Ehrlich,B2,HONEST,people: personality
honesty,noun,Ehrlichkeit,B2,QUALITY,people: personality
honey,noun,Honig,A2,,food and drink
honeymoon,noun,Flitterwochen,B1,,"relationships, travel"
honour,noun,Ehre,B2,RESPECT,people: personality
honour,noun,Ehre,B2,PRIDE,people: personality
honoured,adjective,geehrt,C1,,
hood,noun,Haube,B2,,clothes
hook,noun,Haken,B2,,buildings
hop,verb,Hop,C2,ANIMAL,
hop,verb,Hop,C2,ONE FOOT,
hop,verb,Hop,C1,MOVE QUICKLY,
hope,verb,Hoffnung,A2,WANT TO HAPPEN,people: personality
hope,noun,Hoffnung,B1,,people: personality
hopeful,adjective,hoffnungsvoll,B1,FEELING POSITIVE,people: personality
hopeful,adjective,hoffnungsvoll,C2,GOOD THING WILL HAPPEN,
hopefully,adverb,hoffentlich,B1,WHAT YOU WANT,communication
hopefully,adverb,hoffentlich,B2,HOPEFUL WAY,people: personality
hopeless,adjective,hoffnungslos,B1,NO HOPE,people: personality
hopeless,adjective,hoffnungslos,B2,BAD AT SOMETHING,people: personality
hopelessly,adverb,hoffnungslos,C2,,
hope to do sth,phrase,Ich hoffe es zu tun,B1,,
horizon,noun,Horizont,C2,,
horizontal,adjective,horizontal,C1,,
horn,noun,Horn,B2,SOUND,travel
horn,noun,Horn,C2,MUSIC,
horn,noun,Horn,C1,ANIMAL,animals
horrible,adjective,schrecklich,A2,,describing things
horrified,adjective,entsetzt,C2,,
horrifying,adjective,schrecklich,C2,,
horror,noun,Horror,B2,FEELING,people: personality
horse,noun,Pferd,A1,,animals
hospitable,adjective,gastfreundlich,C1,,
hospital,noun,Krankenhaus,A1,,"body and health, buildings"
hospitality,noun,Gastfreundschaft,C1,,relationships
host,noun,Gastgeber,B2,PERSON,relationships
host,noun,Gastgeber,C2,TELEVISION,
host,verb,Gastgeber,C1,,
hostage,noun,Geisel,C2,PERSON,
hostel,noun,Herberge,B1,,"buildings, travel"
hostile,adjective,feindselig,C1,UNFRIENDLY,
hostile,adjective,feindselig,C1,DIFFICULT,
hostility,noun,Feindseligkeit,C2,,people: personality
hot,adjective,heiß,A1,VERY WARM,"describing things, natural world"
hot,adjective,heiß,B1,SPICY,food and drink
hot,adjective,heiß,C1,EXCITING,
hot chocolate,phrase,heiße Schokolade,A2,,food and drink
hotel,noun,Hotel,A1,,"buildings, travel"
hour60,noun,Stunde60,A1,MINUTES,
hourly,adjective,stündlich,B2,EVERY HOUR,
hourly,adjective,stündlich,B2,PER HOUR,
hourly,adverb,stündlich,C1,,
hours,phrase,Std.,B1,,
house,noun,Haus,A1,,buildings
house,noun,Haus,C2,THEATRE,arts and media
house,verb,Haus,C2,PROVIDE SPACE,
house,verb,Haus,C2,GIVE HOME,
household,noun,Haushalt,B2,,relationships
housewife,noun,Hausfrau,A2,,
housework,noun,Hausarbeit,B1,,people: actions
housing,noun,Gehäuse,C1,,
how,adverb,Wie,A1,QUANTITY,
how,adverb,Wie,A2,WAY,
how,adverb,Wie,B1,EXPERIENCE,communication
how,adverb,Wie,A2,HEALTH,body and health
how,adverb,Wie,B1,EMPHASIZE,communication
How about ...?,phrase,Wie wäre es mit ...?,B1,,communication
How about...?,phrase,Wie wäre es mit...?,A2,,communication
How are you?,phrase,Wie geht es dir?,A1,,communication
how come,phrase,wie kommts,C1,,communication
"How dare she/you, etc.",phrase,Wie kann sie/Sie es wagen usw.,C1,,communication
How do you do?,phrase,Wie geht es dir?,A2,,communication
however,adverb,Jedoch,A2,DESPITE THIS,
however,conjunction,Jedoch,C2,,
"however cold/difficult/slowly, etc.",phrase,wie kalt/schwierig/langsam usw.,B2,,
how far,phrase,Wie weit,C1,,
how many,phrase,Wie viele,A1,,communication
"How strange/stupid/weird, etc. is that?",phrase,Wie seltsam/dumm/seltsam usw. ist das?,C2,,communication
How/What about ...?,phrase,Wie/Was wäre mit ...?,B1,,communication
How/What about ...?,phrase,Wie/Was wäre mit ...?,A2,SUGGESTION,communication
"how/what/why, etc. on earth?",phrase,wie/was/warum usw. in aller Welt?,C1,,communication
hug,verb,Umarmung,B1,,people: actions
hug,noun,Umarmung,B1,,people: actions
huge,adjective,riesig,B1,,describing things
hum,verb,summen,C2,,
human,adjective,menschlich,B1,PEOPLE,body and health
human,noun,menschlich,B1,,body and health
humanitarian,adjective,humanitär,C2,,
humanity,noun,Menschheit,C1,ALL PEOPLE,
humanity,noun,Menschheit,C2,KINDNESS,people: personality
humanity,noun,Menschheit,C2,BEING HUMAN,
human rights,noun,Menschenrechte,B2,,
humble,adjective,bescheiden,C2,NOT PROUD,people: personality
humble,adjective,bescheiden,C2,POOR,
humid,adjective,feucht,B1,,natural world
humiliated,adjective,gedemütigt,C2,,
humiliating,adjective,demütigend,C2,,
humility,noun,Demut,C2,,people: personality
humorous,adjective,humorvoll,C1,,
humour,noun,Humor,B2,,people: personality
humour,noun,Humor,C2,MOOD,people: personality
hundred,number,hundert,A2,NUMBER,
hundreds,phrase,Hunderte,B2,,
hunger,noun,Hunger,B1,NEED FOR FOOD,food and drink
hunger,noun,Hunger,B2,NOT ENOUGH FOOD,"body and health, food and drink"
hunger,noun,Hunger,C1,WISH,
hungry,adjective,hungrig,A1,,food and drink
hunt,verb,Jagd,B1,CHASE,"people: actions, shopping"
hunt,verb,Jagd,B2,SEARCH,people: actions
hunt,noun,Jagd,C1,,people: actions
hunting,noun,Jagd,B2,,"people: actions, shopping"
hurry,verb,beeil dich,A2,,people: actions
hurry,noun,beeil dich,B1,,
hurry up,phrasal verb,Beeil dich,B1,,people: actions
hurry up sb/sth or hurry sb/sth up,phrasal verb,beeil dich/etw. oder beeil dich/etw,B2,,people: actions
hurt,verb,verletzt,A2,CAUSE PAIN,"body and health, people: actions"
hurt,verb,verletzt,B1,EMOTION,people: personality
hurt,verb,verletzt,A2,BE PAINFUL,body and health
hurt,adjective,verletzt,B1,IN PAIN,body and health
hurt,adjective,verletzt,B1,UNHAPPY,people: personality
husband,noun,Ehemann,A1,,relationships
hut,noun,Hütte,B1,,buildings
hygiene,noun,Hygiene,C1,,
hygienic,adjective,hygienisch,C2,,
hyphen,noun,Bindestrich,B2,,communication
hypocrisy,noun,Heuchelei,C2,,people: personality
hypocritical,adjective,heuchlerisch,C2,,people: personality
hypothesis,noun,Hypothese,C2,,
hysterical,adjective,hysterisch,C1,,people: personality
I,pronoun,ICH,A1,,
"I am Spanish/a teacher, etc.",phrase,Ich bin Spanisch/Lehrer usw.,A1,,
I bet (you),phrase,Ich wette (dich),B1,,communication
I can't tell you how ...,phrase,"Ich kann dir nicht sagen, wie ...",B1,,communication
ice,noun,Eis,A2,,natural world
iceberg,noun,Eisberg,C1,ICE,natural world
ice cream,noun,Eiscreme,A1,,food and drink
ice hockey,noun,Eishockey,B1,,shopping
ice skating,noun,Eislaufen,B1,,shopping
icily,adverb,eisig,C2,,people: personality
icon,noun,Symbol,B2,COMPUTER,technology
icon,noun,Symbol,B2,FAMOUS PERSON/THING,
icy,adjective,eisig,B1,WITH ICE,natural world
icy,adjective,eisig,B1,COLD,natural world
icy,adjective,eisig,B2,WITHOUT FEELING,people: personality
ID,noun,AUSWEIS,A2,,communication
I dare say,phrase,Das wage ich zu behaupten,C2,,
ID card,noun,Ausweis,A2,,communication
idea,noun,Idee,A2,SUGGESTION,
idea,noun,Idee,B1,OPINION,people: personality
idea,noun,Idee,B2,THOUGHT,people: personality
idea,noun,Idee,C1,AIM,
ideal,adjective,Ideal,B2,,describing things
idealistic,adjective,idealistisch,C1,,people: personality
ideally,adverb,ideal,B2,PERFECTLY,
ideally,adverb,ideal,B2,PERFECT SITUATION,
identical,adjective,identisch,B2,,
identification,noun,Identifikation,A2,DOCUMENT,communication
identification,noun,Identifikation,B2,RECOGNIZING,people: actions
identify,verb,identifizieren,B2,RECOGNIZE,people: actions
identify,verb,identifizieren,B2,DISCOVER,people: actions
identify with sb/sth,phrasal verb,sich mit etw. identifizieren,B2,,people: personality
identity,noun,Identität,B2,WHO SOMEONE IS,people: personality
identity,noun,Identität,B2,CHARACTERISTICS,
identity card,noun,Ausweis,B1,,communication
idiom,noun,Idiom,B2,,communication
idiot,noun,Idiot,B2,,people: personality
idle,adjective,Leerlauf,C2,LAZY,people: personality
idle,adjective,Leerlauf,C2,NOT SERIOUS,
idol,noun,Idol,C1,PERSON,
idol,noun,Idol,C2,GOD,
"I don't blame him/them/you, etc.",phrase,Ich gebe ihm/ihnen/dir usw. keine Vorwürfe.,C2,,communication
I don't mind,phrase,Es macht mir nichts aus,A2,,communication
I dread to think,phrase,Ich fürchte mich vor dem Nachdenken,C2,,
I expect,phrase,Ich erwarte,B2,,
if,conjunction,Wenn,A2,DEPENDING,
if,conjunction,Wenn,B1,ALWAYS,
if,conjunction,Wenn,B1,MIGHT,
if,conjunction,Wenn,B1,WHETHER,
if,conjunction,Wenn,B2,WOULD/MIGHT/COULD HAVE,
I fail to see/understand,phrase,Ich kann es nicht sehen/verstehen,C2,,communication
if I were you,phrase,wenn ich du wäre,B1,,communication
if not,phrase,wenn nicht,A2,,communication
if not,phrase,wenn nicht,A2,,
if only,phrase,wenn nur,B1,,communication
if only,phrase,wenn nur,B1,,
I forget,phrase,Ich vergesse,C2,,
if so,phrase,wenn ja,B2,,
if/when push comes to shove,phrase,wenn es hart auf hart kommt,C2,IDIOM,
if you ask me,phrase,wenn du mich fragst,C2,,communication
if you like,phrase,wenn du magst,A2,,communication
ignorance,noun,Unwissenheit,C2,,people: personality
ignorant,adjective,unwissend,C2,,
ignore,verb,ignorieren,B2,,people: actions
I guess,phrase,Ich schätze,B1,,communication
I guess so/not,phrase,Ich denke schon/nicht,B2,,communication
"I/he, etc. couldn't care less",phrase,Es ist mir/ihm usw. vollkommen egal,C1,,communication
I know,phrase,Ich weiß,B2,,communication
I know,phrase,Ich weiß,B1,,
ill,adjective,krank,C1,BAD,
ill,adjective,krank,A2,HEALTH,body and health
ill at ease,phrase,Ich fühle mich unwohl,C2,,people: personality
illegal,adjective,illegal,B2,,crime
illegally,adverb,illegal,B2,,crime
illiterate,adjective,Analphabet,C2,,
illness,noun,Erkrankung,B1,DISEASE,body and health
illness,noun,Erkrankung,B2,BEING ILL,body and health
(I'll) tell you what,phrase,(Ich werde) dir was sagen,C2,,
illusion,noun,Illusion,C2,FALSE IDEA,
illusion,noun,Illusion,C2,DIFFERENT,
illustrate,verb,veranschaulichen,B2,PICTURE,"arts and media, people: actions"
illustrate,verb,veranschaulichen,C1,DIAGRAM,
illustrate,verb,veranschaulichen,C1,EXPLAIN,communication
illustration,noun,Illustration,C1,PICTURE,arts and media
illustration,noun,Illustration,C2,EXPLAIN,
I'll/we'll see,phrase,Ich werde/wir werden sehen,C1,,communication
I'm afraid...,phrase,Ich fürchte...,A2,,communication
image,noun,Bild,B2,PUBLIC,people: personality
image,noun,Bild,B2,PICTURE,arts and media
image,noun,Bild,C2,IDEA,
imaginary,adjective,imaginär,C1,,
imagination,noun,Vorstellung,B1,PART OF MIND,people: personality
imagination,noun,Vorstellung,B1,ABILITY,people: personality
imaginative,adjective,fantasievoll,C1,THING,
imaginative,adjective,fantasievoll,C1,PERSON,people: personality
imagine,verb,vorstellen,B1,FORM PICTURE,people: actions
imagine,verb,vorstellen,B1,UNDERSTAND,
imagine,verb,vorstellen,B1,NOT REAL,
imagine,verb,vorstellen,B2,SUPPOSE,
I mean,phrase,Ich meine,A2,,communication
imitate,verb,imitieren,C1,,people: actions
imitation,noun,Nachahmung,C2,,
immature,adjective,unreif,C2,,people: personality
immediate,adjective,sofort,B2,WITHOUT WAITING,
immediate,adjective,sofort,B2,IMPORTANT NOW,
immediate,adjective,sofort,C1,CLOSEST,
immediately,adverb,sofort,A2,NOW,
immediately,adverb,sofort,C1,NEXT TO,
immense,adjective,immens,C1,,describing things
immensely,adverb,immens,C1,,
immigrant,noun,Immigrant,B2,,
immigration,noun,Einwanderung,B2,COMING INTO A COUNTRY,travel
immigration,noun,Einwanderung,B1,PLACE,travel
imminent,adjective,unmittelbar bevorsteht,C2,,
immoral,adjective,unmoralisch,B2,,
immortal,adjective,unsterblich,C2,LIFE,
immortal,adjective,unsterblich,C2,MEMORY,
immune,adjective,immun,C2,,people: personality
immune system,noun,Immunsystem,C2,,body and health
impact,noun,Auswirkungen,B2,EFFECT,
impact,noun,Auswirkungen,C2,HITTING,
impact,verb,Auswirkungen,C1,,
impatience,noun,Ungeduld,C2,,people: personality
impatient,adjective,ungeduldig,B2,EASILY ANNOYED,people: personality
impatient,adjective,ungeduldig,B2,WANTING SOMETHING TO HAPPEN,people: personality
impatiently,adverb,ungeduldig,B2,,people: personality
imperative,noun,Imperativ,B2,,
imperative,adjective,Imperativ,C2,,
imperfect,adjective,unvollkommen,C1,,
impersonal,adjective,unpersönlich,C1,,people: personality
implement,verb,implementieren,B2,,people: actions
implementation,noun,Durchführung,C2,,
implication,noun,Implikation,C1,EFFECT,
implication,noun,Implikation,C2,SUGGESTION,communication
implication,noun,Implikation,C2,INVOLVEMENT,
implicit,adjective,implizit,C2,,communication
imply,verb,implizieren,C2,NOT DIRECT,communication
imply,verb,implizieren,C2,MUST BE TRUE,
impolite,adjective,unhöflich,B2,,people: personality
import,verb,Import,B2,,"shopping, work"
import,noun,Import,C1,PRODUCT,shopping
import,noun,Import,C2,ACTIVITY,work
importance,noun,Bedeutung,B1,,
important,adjective,wichtig,B1,POWERFUL,
important,adjective,wichtig,A1,VALUABLE,describing things
importantly,adverb,wichtig,B2,,
impose,verb,auferlegen,C1,"RULE/TAX, ETC.",people: actions
impose,verb,auferlegen,C1,BELIEF,people: actions
impossibility,noun,Unmöglichkeit,C2,,
impossible,adjective,unmöglich,B1,CANNOT HAPPEN,
impossible,adjective,unmöglich,C2,DIFFICULT,
impress,verb,beeindrucken,B2,,people: personality
impressed,adjective,beeindruckt,B2,,people: personality
impression,noun,Eindruck,B2,EFFECT,
impression,noun,Eindruck,B2,OPINION,people: personality
impressive,adjective,beeindruckend,B2,,describing things
imprison,verb,einsperren,C1,,
imprisonment,noun,Haft,C2,,crime
improve,verb,verbessern,A2,,people: actions
improved,adjective,verbessert,B2,,
improvement,noun,Verbesserung,B1,BETTER,
improvement,noun,Verbesserung,B1,CHANGE,
impulse,noun,Impuls,C2,FEELING,
impulsive,adjective,treibend,C2,,people: personality
in,preposition,In,A1,INSIDE,describing things
in,preposition,In,A1,DURING,
in,preposition,In,A2,USING TIME,
in,preposition,In,A2,PART OF,describing things
in,preposition,In,B1,WEARING,clothes
in,preposition,In,B1,EXPERIENCE,people: personality
in,preposition,In,B1,ARRANGEMENT,describing things
in,preposition,In,B1,EXPRESSED,communication
in,preposition,In,B1,INVOLVED,
in,preposition,In,B2,RESULT,
in,preposition,In,C2,CAUSE,
in,adverb,In,A2,INTO A SPACE,describing things
in,adverb,In,B2,TRANSPORT,travel
in,adverb,In,B1,AT A PLACE,
in,adverb,In,B2,SENT,
in a big way,phrase,im großen Stil,C2,,
inability,noun,Unfähigkeit,C1,,
in accordance with sth,phrase,in Übereinstimmung mit,C1,,
inaccuracy,noun,Ungenauigkeit,C1,,
inaccurate,adjective,ungenau,B2,,describing things
in actual fact,phrase,in der Tat,B2,,communication
"in a day's/two months', etc. time",phrase,in einem Tag/zwei Monaten usw,B1,,
in addition (to),phrase,zusätzlich zu),B1,,describing things
