Rank,Hebrew,English,Pronunciation
5676,המיוחדת,the special (f.s.),ha'meyukhedet
5677,התאים,was suitable / was appropriate / was applicable / was identical / suited (m.s.),hit'im
5678,הציורים,the paintings / the drawings,hatsiyurim
5679,הסברה,explanation / information,hasbara
5680,מאובנים,fossils,me'ubanim
5681,מספקים,satisfying / supply (m.pl.),mesapkim
5682,תהליכי,processes of,tahalikhei
5683,עשור,decade,asor
5684,ענקיים,great / giant (m.pl.),anakiyim
5685,המקהלה,the choir,hamakhela
5686,בהשתתפות,in the participation of,behishtatfut
5687,מתבססת,based on / becomes established (f.s.),mitbaseset
5688,מסה,mass,masa
5689,לשמר,to conserve,leshamer
5690,לפרס,to/for an award / to/for a prize,lifras
5690,לפרס,to/for the award / to/for the prize,lapras
5691,שנכתבו,that were written,shenikhtevu
5692,קשורה,tied / linked / connected (f.s.),kshura
5693,קצרות,short (f.pl.),katsarot
5694,איגוד,union,igud
5695,חוקיים,legal (m.pl.),khukiyim
5696,חשמל,electricity,khashmal
5697,אטום,atom,atom
5697,אטום,sealed / opaque,atum
5698,העתיק,copied,he'etik
5699,הדורות,the generations,hadorot
5700,הנמוך,the low / the short (m.s.),hanamukh
5701,הנוכחית,the current,hanokhekhit
5702,גבוהות,high / tall (f.pl.),gvohot
5703,בשונה,unlike / different from,beshone
5704,נמוכות,low / short (f.pl.),nemukhot
5705,נבחרים,elected / selected (m.pl.),nivkharim
5706,נצפה,was seen / was watched / was observed / was anticipated (m.s.),nitspa
5706,נצפה,we will expect / we will cover / we will coat,netsape
5707,הפרדת,separation of,hafradat
5708,גישתו,his attitude,gishato
5709,לקשר,to link / to connect,lekasher
5710,שלד,skeleton / framework,sheled
5711,חגי,the holidays of,khagei
5711,חגי,my celebration,khagi
5712,ירקות,vegetables,yerakot
5713,מילות,words of,milot
5714,מתוקים,sweet (m.pl.),metukim
5715,מסתיים,ends (m.s.),mistayem
5716,לתופעות,to/for phenomena,letofa'ot
5716,לתופעות,to/for the phenomena,latofa'ot
5717,איטית,slow,itit
5718,כשחקן,as a player / as an actor,kesakhkan
5719,כחומר,as a material / as a clay,kekhomer
5720,המלון,the hotel,hamalon
5720,המלון,the melon,hamelon
5721,חזרתו,his/its return / his /its repetition,khazarato
5722,עבורו,for him,avuro
5723,מקיים,holds / fulfills / carries out / maintains (m.s.),mekayem
5724,מאכלים,food / dishes,ma'akhalim
5725,סבון,soap,sabon
5726,מולקולת,molecule of,molekulat
5727,ויטמין,vitamin,vitamin
5728,התופעה,the phenomenon,hatofa'a
5729,תוחלת,expectancy / hope,tokhelet
5730,חממה,greenhouse,khamama
5731,הבהאי,the Bahai (m.s.),habahai
5732,יצאתי,I went out / I came out,yatsati
5733,ואצא,and I will go out / and I will come out,ve'etse
5734,והכל,and everything,vehakol
5735,ובזה,and by this / and in this one (m.),uvaze
5736,פרעוש,flea,par'osh
5737,אחרתי,I was late,ekharti
5738,אכלתי,I ate,akhalti
5739,כפעם,as before / as in the past,kefa'am
5740,הוספתי,I added,hosafti
5741,השועל,the fox,hashu'al
5742,הפרושים,the interpretations,haperushim
5742,הפרושים,the ascetics / the seclusive / the Pharisees,haprushim
5743,הפרקליטות,the advocacy / the legal practice / the attorney general,hapraklitut
5744,האין,is there not / are there not,ha'ein
5745,החתונה,the wedding,hakhatuna
5746,הכפתורים,the buttons,hakaftorim
5747,גליון,sheet of paper / issue,gilayon
5748,גדמי,the stumps of,gidmei
5749,במרוצה,[came] running,bimrutsa
5750,בלבי,in my heart,belibi
5751,צעק,shouted / yelled (m.s.),tsa'ak
5752,נמלה,ant,nemala
5753,לשום,for no,leshum
5754,תראו,look (pl. imperative) / you will see (pl.),tir'u
5755,עצמך,yourself (m.s.),atsmekha
5755,עצמך,yourself (f.s.),atsmekh
5756,חלפו,passed (pl.),khalfu
5757,בעצמך,by yourself / personally (m.s.),be'atsmekha
5757,בעצמך,by yourself / personally (f.s.),be'atsmekh
5758,בחור,fellow / guy,bakhur
5759,בזאת,hereby,bazot
5759,בזאת,in this one (f.),bezot
5760,ברכי,bless (f.s. imperative),barkhi
5760,ברכי,my knee,birki
5760,ברכי,the knees of,birkei
5761,רבע,quarter,reva
5762,נגמר,finished / ended,nigmar
5763,לחכות,to wait,lekhakot
5764,להביט,to look,lehabit
5765,לגשת,to approach,lageshet
5766,שבתי,I returned,shavti
5766,שבתי,that my daughter,shebiti
5767,חלון,window,khalon
5768,אוהדי,followers of / fans of,ohadim
5769,כדבר,as [X] have said / as [X] say,kidvar
5769,כדבר,as a thing / as an object / as a matter / as an item,kedavar
5769,כדבר,as the thing / as the object / as the matter / as the item,kadavar
5770,האבטלה,the unemployment,ha'avtala
5771,בשקט,in the silence,basheket
5771,בשקט,silently / quietly,besheket
5772,בחדרי,in my room,bekhadri
5772,בחדרי,in the rooms of,bekhadrei
5773,יפים,pretty / good (m.pl.),yafim
5774,חדרי,my room,khadri
5774,חדרי,the rooms of,khadrei
5775,היריבה,the rival / the opponent / the enemy (f.s.),hayeriva
5776,הקואליציה,the coalition,hako'alitsya
5777,הכנפיים,the wings,haknafayim
5778,ברוך,blessed,barukh
5779,נופלים,fall (m.pl.),noflim
5780,מעורר,wakes / excites (m.s.),me'orer
5781,ישנים,old (m.pl.),yeshanim
5781,ישנים,sleeping (m.pl.),yeshenim
5782,אישום,indictment / accusation,ishum
5783,חשב,thought (m.s.),khashav
5784,חדל,stop (imperative) / stopped (m.s.),khadal
5785,הענף,the branch / the field,ha'anaf
5786,הארוכים,the long (m.pl.),ha'arukim
5787,הסוחר,the merchant / the dealer / the seller,hasokher
5788,דמעות,tears,dma'ot
5789,משפחתי,my family / familial,mishpakhti
5790,ליתר,to/for the rest,leyeter
5791,לסדר,to arrange,lesader
5792,שעלה,that/who went up / that/who climbed / that/who increased / that/who immigrated (m.s.),she'ala
5793,שכמעט,that/who almost,shekim'at
5794,התאבד,committed suicide (m.s.),hit'abed
5795,העז,dared (m.s.),he'ez
5796,האהבה,the love,ha'ahava
5797,הארמון,the palace,ha'armon
5798,הרפואי,the medical (m.s.),harefu'i
5799,הרף,instant / wink / stop,heref
5800,נחת,satisfaction / complacence,nakhat
5800,נחת,landed / Marine Corps member,nakhat
5801,מאסר,incarceration,ma'asar
5802,מגלים,discovers (m.pl.),megalim
5803,להורות,to instruct,lehorot
5804,שוחרר,was released (m.s.),shukhrar
5805,שקע,sank / declined (m.s.),shaka
5805,שקע,socket / depression / recess / lacuna,sheka
5806,פיל,elephant,pil
5807,התמרמרות,resentment / grievance,hitmarmerut
5808,השלימו,completed / accepted / came to terms (pl.),hislimu
5809,הפסיקו,stopped / ceased (pl.),hifsiku
5810,ההורים,the parents,hahorim
5811,גוזלים,nestlings,gozalim
5811,גוזלים,rob (m.pl.),gozlim
5812,בענפים,[in] branches / in fields,be'anafim
5812,בענפים,[in] the branches / in the fields,ba'anafim
5813,בזו,felt contempt (pl.),bazu
5813,בזו,in this one (f.),bazu
5814,בד,at the same time as,bad [bevad]
5814,בד,linen / cloth / branch,bad
5815,רחוקה,far (f.s.),rekhoka
5816,נעלם,disappeared / hidden / concealed / unknown (algebra) (m.s.),ne'elam
5817,מוכרחים,must (m.pl.),mukhrakhim
5818,מעצי,from trees of,me'atsei
5819,מנגד,oppositely / at a distance,mineged
5820,למשוך,to pull / to attract / to withdraw,limshokh
5821,לסל,to/for a basket,lesal
5821,לסל,to/for the basket,lasal
5822,ומעבר,and pass / and transfer / and transition,uma'avar
5823,וגדל,and growing (m.s.),vegadel
5823,וגדל,and grew (m.s.),vegadal
5824,וראש,and a head,verosh
5825,וספר,and a book,vesefer
5825,וספר,and counted (m.s.),vesafar
5825,וספר,and a barber,vesapar
5825,וספר,and a border,vesfar
5826,שיוכלו,that they will be able,sheyukhlu
5827,שארית,leftover / residue / remnant,she'erit
5828,שניסה,who tried (m.s.),shenisa
5829,פורסמה,was published / was advertised (f.s.),pursema
5830,עמוקות,deep (f.pl.) / deeply,amukot
5831,זקוק,needs (m.s.),zakuk
5832,כרטיס,ticket,kartis
5833,הודה,thanked / confessed (m.s.),hoda
5834,השבוע,the week / this week,hashavu'a
5835,האלופות,the champions (f.),ha'alufot
5836,הנייר,the paper,haniyar
5837,בכלא,in prison,bakele
5838,בריתו,his pact / his alliance / his covenant,brito
5839,מימין,from the right / to the right [of],miyamin
5840,מישור,plane / level,mishor
5841,מתקן,corrects / repairs (m.s.),metaken
5841,מתקן,installation / device,mitkan
5842,מועדון,club,mo'adon
5843,מארץ,from a country,me'erets
5844,מגמה,trend,megama
5845,מטען,load / cargo / baggage,mit'an
5846,מצבו,his state / his situation,matsavo
5847,מצבם,their state / their situation,matsavam
5848,מסופר,told / cut (hair),mesupar
5849,מסקנות,conclusions,maskanot
5850,למתן,to moderate,lematen
5850,למתן,[for] giving,lematan
5851,לתחילת,to the start of,litkhilat
5852,לכפר,to atone,lekhaper
5852,לכפר,to a village,lekfar
5852,לכפר,to the village,lakfar
5853,לגור,to live,lagur
5854,לסביבה,to/for an area,lesviva
5854,לסביבה,to/for the area,lasviva
5855,תרומה,donation / contribution,truma
5856,וללא,and without,ulelo
5857,וקבע,and permanence / and regularity,vekeva
5857,וקבע,and determined / and fixed / and set (m.s.),vekava
5858,ורז,and a secret,veraz
5859,שליח,messenger / delegate / courier,shali'akh
5860,שכך,that like this,shekakh
5861,שכם,shoulder,shekhem
5862,שבמהלך,that during,shebemahalakh
5863,פתוחה,open (m.s.),ptu'kha
5864,פסקו,gave judgment / decided / rules / stopped (pl.),pasku
5865,עלילות,plots / deeds / libels / false charges,alilot
5866,עדים,witnesses,edim
5867,עצרו,stopped / arrested (pl.),atsru
5868,עסוק,busy,asuk
5869,חמורות,serious / severe (f.pl.),khamurot
5870,אמה,her mother,ima
5870,אמה,maid (archaic) / third finger / cubit,ama
5871,חתול,cat,khatul
5872,אדומה,red (f.s.),aduma
5873,חדרים,rooms,khadarim
5874,חרב,sward,kherev
5874,חרב,was ruined,kharav
5875,כים,as the sea,kayam
5875,כים,as a sea,keyam
5876,כלכליות,economic (f.pl.),kalkaliyot
5877,כתיבה,writing,ktiva
5878,הושלך,was thrown / was projected,hushlakh
5879,הופצו,were distributed / were spread,huftsu
5880,הפתוח,the open,hapatu'akh
5881,הפתרון,the solution,hapitaron
5882,האיום,the threat,ha'iyum
5882,האיום,the terrible / the horrible (m.s.),ha'ayom
5883,האישיים,the personal / the private (m.pl.),ha'ishiyim
5884,האישית,the personal / the private (f.s.),ha'ishit
5885,האדיר,the great / the mighty / the powerful (f.s.),ha'adir
5886,הארוכה,the long (f.s.),ha'aruka
5887,הזנב,the tail,hazanav
5888,הד,echo,hed
5889,הבינו,understood (pl.),hevinu
5890,הבחין,observed / noticed (m.s.),hivkhin
5891,הבדיקות,the examinations,habdikot
5892,הראו,showed (pl.),her'u
5893,דבש,honey,dvash
5894,במגדל,in a tower,bemigdal
5894,במגדל,in the tower,bamigdal
5895,בביתו,in/at his home,bebeito
5896,רוחב,width,rokhav
5897,רפה,loose,rafe
5898,סימנים,signs,simanim
5899,סופר,counts (m.s.) / author,sofer
5900,סבורים,think / assume (m.pl.),svurim
5901,נישא,was carried / got married / high (m.s.),nisa
5902,ניצחה,won (f.s.),nitskha
5903,נוצות,feathers,notsot
5904,נכנעו,surrendered (pl.),nikhne'u
5905,נטה,was inclined / tended to / was tilted (m.s.),nata
5906,מהחומה,from the wall,mehakhoma
5907,לבורים,to/for ignorant (m.pl.),leburim
5907,לבורים,to/for the ignorant (m.pl.),laburim
5908,הפיצול,the split,hapitsul
5909,והורה,and instructed,vehora
5909,והורה,and a parent,vehore
5910,המלחמות,the wars,hamilkhamot
5911,מיטב,the best,meitav
5912,המעורבות,the involvement,hame'oravut
5913,שאריות,leftovers / residue / remnants,she'eriyot
5914,אווירי,aero / aerial (m.s.),aviri
5915,המרידה,the mutiny,hamerida
5916,התביעה,the law suit / the prosecution,hatvi'a
5917,הטיל,cast / threw / projected (m.s.),hetil
5918,נייטרליות,neutral (f.pl.),netraliyot
5918,נייטרליות,neutral,netraliyut
5919,מפשע,from a crime,mipesha
5920,לרכז,to concentrate / to coordinate,lerakez
5921,והגיעו,and arrived (pl.),vehegi'u
5922,העירוניים,the municipal / the urban (m.pl.),ha'ironiyim
5923,מחלוקות,disagreements,makhlokot
5924,לכישלון,to failure,lekishalon
5924,לכישלון,to the failure,lakishalon
5925,להכות,to beat / to hit,lehakot
5926,תחבורה,transportation / traffic,takhbura
5927,ודרום,and south,vedarom
5927,ודרום,and the south of,udrom
5928,שמדרום,that is on the south / that is to the south of,shemidarom
5929,שעשו,that/who did (pl.),she'asu
5930,שריפה,fire,srefa
5931,עימות,conflict,imut
5932,זמנית,temporary / my time,zmani
5933,חבלים,ropes,khavalim
5934,כניסת,the entrance of,knisat
5935,הימנית,the right / the right handed / the rightist (f.s.),hayemanit
5936,הליך,procedure / proceeding,halikh
5937,הדעה,the opinion,hade'a
5938,במדויק,exactly / precisely,bimduyak
5939,סיפקו,satisfied / supplies (pl.),sipku
5940,ניהלו,managed / conducted (pl.),nihalu
5941,ניצל,used / exploited (m.s.),nitsel
5941,ניצל,was saved (m.s.),nitsal
5942,מודע,aware (m.s.),muda
5943,מפרש,explains / interprets (m.s.),mefaresh
5944,יבשת,continent,yabeshet
5945,יציבות,stability,yatsivut
5946,לשאלה,to the question,lashe'ela
5946,לשאלה,to a question,leshe'ela
5947,לאוכלוסייה,to the population,la'ukhlusiya
5947,לאוכלוסייה,to a population,le'ukhlusiya
5948,תמכו,supported (pl.),tamkhu
5949,ומבנים,and buildings / and constructions,vemivnim
5950,וציוד,and equipment,vetsiyud
5951,שהיווה,that was / that constituted,shehiva
5952,שהובאו,that were brought (pl.),shehuv'u
5953,חורבות,ruins,khurvot
5954,כמחצית,approximately half,kemakhatsit
5955,כשפה,as a language / as a lip / as an edge,kesafa
5956,המיוחדים,the special (m.pl.),ha'meyukhadim
5957,האטלנטי,the Atlantic,ha'atlanti
5958,הגבוהות,the high / the tall (f.pl.),hagvohot
5959,הנסיכויות,the emirates / the princedoms,hanesikhuyot
5960,דרגה,degree / level / grade / rank,darga
5961,גופות,corpses,gufot
5962,גודלו,his/its size,godlo
5963,גרגרי,grains of,gargerei
